Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,New Rating
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.59,474,3/9/2019,14:57,Ewallet,451.76,4.76,22.59,7,High
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.63,853,2/8/2019,11:15,Ewallet,812.52,4.76,40.63,7,High
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.87,291,1/25/2019,13:18,Cash,277.34,4.76,13.87,8,High
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.97,146,2/10/2019,18:36,Cash,139.36,4.76,6.97,7,High
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.24,551,2/17/2019,14:40,Credit card,524.7,4.76,26.24,9,High
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.96,545,2/16/2019,12:21,Cash,519.1,4.76,25.96,8,High
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.74,604,3/6/2019,15:07,Credit card,574.88,4.76,28.74,6,Medium
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.31,384,3/23/2019,19:20,Credit card,366.16,4.76,18.31,5,Medium
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.61,76,1/4/2019,19:40,Cash,72.17,4.76,3.61,6,Medium
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,264,3/7/2019,13:58,Ewallet,251.4,4.76,12.57,10,High
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.75,919,3/30/2019,14:43,Ewallet,874.98,4.76,43.75,6,Medium
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.02,588,3/27/2019,19:18,Ewallet,560.34,4.76,28.02,10,High
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,419,2/20/2019,15:24,Credit card,399,4.76,19.95,6,Medium
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.03,358,2/25/2019,14:12,Ewallet,340.56,4.76,17.03,6,Medium
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.01,420,1/26/2019,12:45,Credit card,400.25,4.76,20.01,9,High
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.87,333,1/19/2019,17:34,Credit card,317.34,4.76,15.87,10,High
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.92,166,1/18/2019,12:04,Ewallet,158.32,4.76,7.92,9,High
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.71,57,3/5/2019,19:46,Ewallet,54.24,4.76,2.71,8,High
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.8,794,3/3/2019,19:00,Ewallet,755.92,4.76,37.8,8,High
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195,2/8/2019,10:53,Cash,185.88,4.76,9.29,7,Medium
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,243,2/11/2019,10:39,Credit card,231.12,4.76,11.56,7,High
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154,1/15/2019,13:41,Ewallet,147.04,4.76,7.35,5,Medium
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107,1/26/2019,20:23,Ewallet,102.2,4.76,5.11,6,Medium
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.5,241,3/15/2019,11:57,Cash,229.96,4.76,11.5,7,Medium
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,272,2/6/2019,14:51,Ewallet,259,4.76,12.95,9,High
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93,2/15/2019,12:42,Credit card,88.85,4.76,4.44,5,Medium
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,96,3/28/2019,13:41,Ewallet,91.11,4.76,4.56,5,Medium
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942,3/2/2019,19:42,Credit card,897.57,4.76,44.88,7,Medium
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,485,3/20/2019,19:17,Ewallet,461.8,4.76,23.09,5,Medium
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146,1/4/2019,13:24,Credit card,139.26,4.76,6.96,4,Medium
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,218,3/11/2019,15:53,Cash,207.27,4.76,10.36,7,Medium
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130,3/24/2019,18:27,Cash,123.85,4.76,6.19,9,High
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,797,2/12/2019,12:58,Ewallet,758.96,4.76,37.95,9,High
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.6,181,3/10/2019,18:59,Credit card,172.02,4.76,8.6,8,High
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.61,286,1/31/2019,13:44,Ewallet,272.1,4.76,13.61,6,Medium
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456,3/6/2019,13:46,Ewallet,434.56,4.76,21.73,5,Medium
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,656,1/26/2019,19:14,Ewallet,624.33,4.76,31.22,4,Medium
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571,2/26/2019,10:52,Cash,544.2,4.76,27.21,5,Medium
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,171,1/26/2019,19:28,Cash,162.74,4.76,8.14,7,Medium
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33,3/12/2019,13:52,Credit card,31.77,4.76,1.59,9,High
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,795,2/11/2019,10:54,Cash,756.81,4.76,37.84,8,High
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310,2/21/2019,18:31,Cash,295.28,4.76,14.76,7,Medium
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.31,69,3/2/2019,19:26,Cash,66.1,4.76,3.31,4,Medium
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,789,2/2/2019,18:42,Credit card,750.96,4.76,37.55,8,High
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256,2/9/2019,19:43,Cash,244.2,4.76,12.21,5,Medium
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,537,1/14/2019,19:06,Credit card,511.42,4.76,25.57,4,Medium
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,440,2/2/2019,15:34,Ewallet,418.95,4.76,20.95,6,Medium
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137,1/29/2019,14:12,Cash,130.48,4.76,6.52,9,High
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,161,3/13/2019,19:22,Cash,153.2,4.76,7.66,6,Medium
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57,2/26/2019,19:24,Ewallet,54.45,4.76,2.72,8,High
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783,1/8/2019,20:55,Cash,746,4.76,37.3,10,High
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354,3/6/2019,18:13,Ewallet,337.15,4.76,16.86,6,Medium
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628,2/26/2019,16:52,Ewallet,598.26,4.76,29.91,8,High
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,353,1/7/2019,20:52,Cash,335.79,4.76,16.79,6,Medium
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350,2/20/2019,18:01,Cash,333.4,4.76,16.67,8,High
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,357,1/25/2019,13:30,Credit card,339.57,4.76,16.98,5,Medium
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423,1/24/2019,17:37,Credit card,403,4.76,20.15,7,Medium
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190,3/13/2019,11:46,Ewallet,181.1,4.76,9.06,6,Medium
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,41,3/12/2019,16:46,Credit card,39.01,4.76,1.95,5,Medium
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,126,2/23/2019,12:29,Cash,119.68,4.76,5.98,9,High
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,504,1/31/2019,14:04,Cash,479.58,4.76,23.98,6,Medium
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,411,3/12/2019,19:53,Ewallet,390.96,4.76,19.55,6,Medium
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,215,1/25/2019,10:11,Credit card,204.52,4.76,10.23,4,Medium
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208,2/7/2019,18:48,Cash,198.18,4.76,9.91,7,Medium
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365,2/24/2019,13:02,Cash,347.7,4.76,17.39,5,Medium
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,405,2/5/2019,15:26,Credit card,385.38,4.76,19.27,9,High
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151,2/10/2019,18:23,Credit card,144.27,4.76,7.21,8,High
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411,3/5/2019,19:06,Ewallet,391.79,4.76,19.59,9,High
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565,2/15/2019,20:21,Cash,538.3,4.76,26.92,8,High
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,142,2/27/2019,11:06,Credit card,135,4.76,6.75,5,Medium
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402,3/14/2019,19:02,Credit card,383.11,4.76,19.16,9,High
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255,3/2/2019,14:16,Cash,243,4.76,12.15,5,Medium
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374,1/7/2019,12:20,Credit card,356.56,4.76,17.83,8,High
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.13,87,3/1/2019,15:40,Ewallet,82.5,4.76,4.13,7,Medium
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.75,79,3/16/2019,16:58,Cash,74.97,4.76,3.75,6,Medium
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193,2/2/2019,19:40,Cash,183.82,4.76,9.19,10,High
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.1,128,1/25/2019,19:39,Credit card,121.92,4.76,6.1,5,Medium
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334,1/5/2019,19:50,Credit card,318.42,4.76,15.92,10,High
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99,1/30/2019,13:32,Credit card,94.6,4.76,4.73,4,Medium
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523,1/14/2019,12:09,Cash,498.45,4.76,24.92,10,High
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.79,80,1/31/2019,13:19,Cash,75.82,4.76,3.79,6,Medium
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,134,3/10/2019,14:04,Credit card,127.54,4.76,6.38,7,Medium
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398,1/26/2019,14:51,Cash,379.5,4.76,18.98,10,High
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128,3/15/2019,10:26,Cash,122.31,4.76,6.12,6,Medium
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,259,3/5/2019,13:30,Credit card,246.36,4.76,12.32,8,High
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,182,3/4/2019,16:28,Cash,173.16,4.76,8.66,8,High
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,209,2/22/2019,10:43,Ewallet,198.75,4.76,9.94,10,High
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,289,1/4/2019,19:01,Cash,274.84,4.76,13.74,4,Medium
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.11,359,1/2/2019,13:00,Cash,342.1,4.76,17.11,5,Medium
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.19,46,1/25/2019,14:29,Ewallet,43.74,4.76,2.19,7,Medium
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,101,1/25/2019,16:28,Ewallet,96.11,4.76,4.81,8,High
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120,1/12/2019,17:13,Ewallet,114.44,4.76,5.72,8,High
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,214,3/19/2019,19:42,Credit card,203.36,4.76,10.17,7,Medium
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,384,1/2/2019,13:40,Cash,365.49,4.76,18.27,7,Medium
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.13,66,3/20/2019,13:53,Credit card,62.61,4.76,3.13,8,High
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353,2/27/2019,17:27,Cash,336.35,4.76,16.82,7,Medium
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.91,145,1/31/2019,19:48,Credit card,138.16,4.76,6.91,7,Medium
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702,3/9/2019,14:36,Credit card,668.78,4.76,33.44,10,High
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.37,50,2/22/2019,18:19,Credit card,47.44,4.76,2.37,7,Medium
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,743,3/22/2019,19:35,Credit card,707.44,4.76,35.37,4,Medium
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.96,20,1/28/2019,17:58,Credit card,19.15,4.76,0.96,10,High
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28,1/12/2019,20:07,Credit card,27.07,4.76,1.35,5,Medium
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.96,41,3/26/2019,11:02,Credit card,39.12,4.76,1.96,10,High
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.41,471,1/1/2019,19:07,Cash,448.26,4.76,22.41,7,Medium
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.6,139,1/2/2019,18:50,Cash,132.06,4.76,6.6,8,High
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155,2/13/2019,16:59,Cash,147.8,4.76,7.39,7,Medium
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731,2/15/2019,14:15,Credit card,696.6,4.76,34.83,5,Medium
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.7,834,2/7/2019,20:24,Cash,793.9,4.76,39.7,6,Medium
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.53,767,3/3/2019,12:25,Credit card,730.5,4.76,36.53,9,High
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233,3/22/2019,18:33,Cash,222.12,4.76,11.11,5,Medium
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.03,610,3/30/2019,17:58,Cash,580.56,4.76,29.03,5,Medium
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.19,361,3/16/2019,10:11,Ewallet,343.7,4.76,17.19,7,Medium
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,634,2/12/2019,16:19,Cash,603.8,4.76,30.19,6,Medium
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.9,208,3/21/2019,15:25,Ewallet,197.96,4.76,9.9,7,Medium
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.55,431,2/28/2019,14:42,Cash,410.9,4.76,20.55,7,High
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734,2/4/2019,13:21,Ewallet,699.12,4.76,34.96,10,High
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,73,3/13/2019,19:48,Ewallet,69.4,4.76,3.47,8,High
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,213,3/5/2019,20:24,Ewallet,202.56,4.76,10.13,9,High
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,210,2/26/2019,11:48,Ewallet,199.78,4.76,9.99,7,High
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,638,3/20/2019,14:14,Cash,607.36,4.76,30.37,6,Medium
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103,1/21/2019,17:36,Cash,98.13,4.76,4.91,9,High
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.7,78,2/3/2019,15:53,Credit card,73.97,4.76,3.7,5,Medium
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,196,3/25/2019,17:53,Cash,186.62,4.76,9.33,6,Medium
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.42,93,2/25/2019,16:36,Credit card,88.45,4.76,4.42,10,High
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,153,1/8/2019,12:50,Cash,145.5,4.76,7.28,7,Medium
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.22,530,1/29/2019,10:48,Credit card,504.3,4.76,25.22,8,High
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,322,3/29/2019,14:28,Cash,306.45,4.76,15.32,7,Medium
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,667,1/16/2019,18:03,Credit card,635.18,4.76,31.76,6,Medium
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.72,288,3/29/2019,16:48,Ewallet,274.3,4.76,13.72,10,High
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.86,144,3/26/2019,10:34,Credit card,137.13,4.76,6.86,8,High
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,165,1/16/2019,20:03,Credit card,156.84,4.76,7.84,9,High
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,126,1/13/2019,14:55,Ewallet,119.72,4.76,5.99,7,Medium
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,571,2/7/2019,11:28,Credit card,543.6,4.76,27.18,6,Medium
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.48,241,2/6/2019,19:20,Ewallet,229.5,4.76,11.48,8,High
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.7,78,1/5/2019,11:32,Credit card,73.96,4.76,3.7,5,Medium
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.04,85,2/13/2019,12:14,Credit card,80.72,4.76,4.04,5,Medium
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,75,1/5/2019,20:40,Credit card,71.2,4.76,3.56,9,High
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163,3/19/2019,13:40,Ewallet,155.24,4.76,7.76,5,Medium
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.89,271,1/26/2019,17:45,Cash,257.7,4.76,12.89,4,Medium
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180,2/9/2019,20:31,Ewallet,171.81,4.76,8.59,7,Medium
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513,2/22/2019,10:49,Cash,488.79,4.76,24.44,9,High
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550,2/5/2019,12:34,Cash,524.16,4.76,26.21,10,High
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118,1/20/2019,13:45,Credit card,112.44,4.76,5.62,8,High
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.2,151,2/4/2019,19:38,Cash,144.08,4.76,7.2,10,High
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,204,3/14/2019,12:32,Cash,194.22,4.76,9.71,7,High
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.97,356,1/30/2019,13:58,Ewallet,339.36,4.76,16.97,6,Medium
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.93,208,3/20/2019,13:02,Cash,198.5,4.76,9.93,9,High
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,587,1/10/2019,10:33,Credit card,559.02,4.76,27.95,6,Medium
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,431,2/25/2019,17:16,Credit card,410.2,4.76,20.51,8,High
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.34,280,1/29/2019,11:48,Cash,266.7,4.76,13.34,9,High
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152,1/13/2019,19:55,Credit card,144.78,4.76,7.24,8,High
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.46,598,3/1/2019,19:49,Ewallet,569.17,4.76,28.46,6,Medium
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253,2/20/2019,18:43,Cash,241.2,4.76,12.06,6,Medium
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.95,146,3/1/2019,12:15,Ewallet,139.02,4.76,6.95,8,High
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,76,1/14/2019,18:03,Credit card,72.32,4.76,3.62,10,High
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,199,1/19/2019,15:58,Ewallet,189.18,4.76,9.46,7,Medium
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,305,3/15/2019,13:05,Cash,290.4,4.76,14.52,5,Medium
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.22,47,3/1/2019,11:30,Credit card,44.46,4.76,2.22,9,High
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.35,343,3/17/2019,13:54,Ewallet,327.06,4.76,16.35,8,High
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133,2/8/2019,15:26,Cash,127,4.76,6.35,9,High
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,122,1/17/2019,10:37,Ewallet,115.78,4.76,5.79,9,High
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.98,294,1/24/2019,11:45,Cash,279.66,4.76,13.98,7,High
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457,1/13/2019,19:51,Cash,435.6,4.76,21.78,7,Medium
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695,1/17/2019,15:27,Credit card,662.13,4.76,33.11,5,Medium
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.63,874,1/12/2019,11:25,Credit card,832.5,4.76,41.63,4,Medium
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.57,96,2/16/2019,15:42,Cash,91.35,4.76,4.57,7,Medium
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.89,166,1/26/2019,16:04,Cash,157.76,4.76,7.89,9,High
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867,3/14/2019,14:41,Cash,825.8,4.76,41.29,5,Medium
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.96,314,3/18/2019,11:29,Ewallet,299.1,4.76,14.96,5,Medium
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.99,252,3/20/2019,19:28,Credit card,239.73,4.76,11.99,5,Medium
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,698,1/15/2019,15:01,Credit card,664.7,4.76,33.24,5,Medium
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.41,93,3/8/2019,15:27,Cash,88.15,4.76,4.41,9,High
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.86,165,2/27/2019,17:36,Ewallet,157.26,4.76,7.86,8,High
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.82,311,2/23/2019,20:00,Ewallet,296.37,4.76,14.82,6,Medium
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.57,117,3/27/2019,15:08,Ewallet,111.34,4.76,5.57,6,Medium
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.68,35,3/20/2019,19:55,Cash,33.63,4.76,1.68,6,Medium
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397,1/15/2019,18:22,Ewallet,378.3,4.76,18.92,8,High
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.74,352,1/22/2019,11:52,Cash,334.86,4.76,16.74,10,High
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.79,353,3/6/2019,15:31,Ewallet,335.88,4.76,16.79,5,Medium
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.04,253,2/16/2019,18:04,Credit card,240.72,4.76,12.04,9,High
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.45,135,2/3/2019,11:46,Cash,128.91,4.76,6.45,9,High
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.63,370,3/24/2019,18:14,Credit card,352.5,4.76,17.63,6,Medium
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.66,182,2/20/2019,13:06,Ewallet,173.22,4.76,8.66,8,High
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.59,75,2/23/2019,20:43,Ewallet,71.88,4.76,3.59,6,Medium
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85,1/17/2019,10:01,Credit card,81.24,4.76,4.06,4,Medium
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196,3/30/2019,16:34,Cash,186.8,4.76,9.34,6,Medium
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.01,231,3/2/2019,13:10,Ewallet,220.23,4.76,11.01,4,Medium
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.38,176,2/24/2019,19:57,Cash,167.54,4.76,8.38,5,Medium
